Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal)
45,Male,64.4,1.59,180.0,144.0,58.0,1.05,Strength,16.4,3.7,7,Expert,25.4,6.0,0.7049180327868853,4.229508196721311,286.0
59,Female,66.0,1.77,171.0,138.0,60.0,0.89,Strength,19.6,3.5,4,Advanced,21.1,6.0,0.7027027027027027,4.216216216216217,247.7
49,Female,103.3,1.72,183.0,141.0,64.0,0.73,Cardio,22.4,2.2,4,Intermediate,34.95,7.0,0.6470588235294118,4.529411764705882,341.6
52,Female,68.5,1.61,173.0,131.0,79.0,0.92,Yoga,18.4,3.7,4,Intermediate,26.5,3.0,0.5531914893617021,1.6595744680851063,104.6
48,Female,89.9,1.74,174.0,130.0,77.0,0.79,Yoga,24.9,3.5,3,Intermediate,29.7,3.0,0.5463917525773195,1.6391752577319587,116.4
34,Male,71.3,1.66,184.0,132.0,69.0,0.92,Yoga,21.2,3.8,5,Intermediate,25.7,3.0,0.5478260869565217,1.643478260869565,107.8
26,Male,45.6,1.59,190.0,131.0,58.0,0.96,Yoga,8.0,4.5,6,Advanced,18.0,3.0,0.553030303030303,1.659090909090909,72.6
27,Male,54.0,1.61,193.0,154.0,61.0,1.02,Strength,24.9,3.8,4,Intermediate,20.9,6.0,0.7045454545454546,4.227272727272728,232.8
25,Male,63.2,1.72,194.0,163.0,68.0,0.94,Mixed,21.7,4.2,3,Intermediate,21.3,8.0,0.753968253968254,6.031746031746032,358.3
38,Male,70.6,1.77,192.0,151.0,55.0,1.26,Strength,8.0,4.4,5,Expert,22.4,6.0,0.7007299270072993,4.204379562043796,374.0
30,Male,67.7,1.63,193.0,154.0,63.0,0.97,Strength,14.4,4.2,4,Advanced,25.4,6.0,0.7,4.199999999999999,275.8
22,Male,78.2,1.73,197.0,149.0,60.0,0.62,Cardio,25.5,3.0,3,Intermediate,26.0,7.0,0.6496350364963503,4.547445255474452,220.5
23,Male,60.8,1.84,193.0,156.0,70.0,1.03,Strength,20.5,3.8,3,Intermediate,18.0,6.0,0.6991869918699187,4.195121951219512,262.7
47,Male,55.7,1.55,176.0,143.0,66.0,0.97,Strength,22.3,3.7,7,Advanced,23.1,6.0,0.7,4.199999999999999,226.9
48,Female,64.9,1.72,173.0,156.0,64.0,1.32,HIIT,15.3,3.5,4,Advanced,22.1,9.5,0.8440366972477065,8.018348623853212,686.9
34,Male,91.8,1.76,184.0,149.0,85.0,1.1,Cardio,31.5,3.2,2,Beginner,29.5,7.0,0.6464646464646465,4.525252525252526,457.0
28,Female,73.6,1.67,189.0,157.0,64.0,1.07,Mixed,22.2,4.6,5,Advanced,26.4,8.0,0.744,5.952,468.7
37,Female,75.7,1.8,186.0,150.0,84.0,0.25,Cardio,28.4,2.5,2,Beginner,23.3,7.0,0.6470588235294118,4.529411764705882,85.7
26,Female,89.9,1.9,192.0,150.0,71.0,0.97,Cardio,28.0,3.2,3,Intermediate,24.9,7.0,0.6528925619834711,4.570247933884298,398.5
19,Female,52.9,1.71,199.0,180.0,70.0,1.42,HIIT,14.8,4.0,7,Expert,18.0,9.5,0.8527131782945736,8.10077519379845,608.5
54,Male,73.1,1.66,164.0,149.0,66.0,0.86,HIIT,21.3,3.6,3,Beginner,26.6,9.5,0.8469387755102041,8.045918367346939,505.8
18,Female,70.8,1.78,205.0,164.0,70.0,0.52,Strength,26.2,2.9,2,Beginner,22.4,6.0,0.6962962962962963,4.177777777777778,153.8
21,Female,64.6,1.76,200.0,143.0,74.0,0.78,Yoga,28.4,3.9,2,Beginner,20.8,3.0,0.5476190476190477,1.642857142857143,82.8
53,Male,61.5,1.45,163.0,125.0,78.0,0.71,Yoga,26.2,3.6,3,Intermediate,29.3,3.0,0.5529411764705883,1.6588235294117648,72.4
42,Female,70.8,1.68,165.0,138.0,74.0,0.59,Strength,29.9,3.6,2,Beginner,25.1,6.0,0.7032967032967034,4.21978021978022,176.3
20,Male,57.4,1.64,192.0,160.0,67.0,0.84,Mixed,24.9,4.1,5,Intermediate,21.3,8.0,0.744,5.952,287.0
26,Male,63.8,1.72,193.0,161.0,68.0,1.11,Mixed,15.1,3.8,5,Advanced,21.6,8.0,0.744,5.952,421.5
39,Male,70.2,1.66,189.0,171.0,65.0,1.27,HIIT,11.0,3.5,7,Expert,25.5,9.5,0.8548387096774194,8.120967741935484,724.0
40,Male,70.3,1.67,191.0,155.0,71.0,0.89,Strength,26.0,3.2,2,Beginner,25.2,6.0,0.7,4.199999999999999,262.8
29,Female,61.3,1.59,190.0,145.0,62.0,1.03,Cardio,21.9,3.2,6,Advanced,24.1,7.0,0.6484375,4.5390625,286.6
27,Male,59.0,1.75,195.0,156.0,83.0,0.8,Cardio,31.9,3.3,2,Beginner,19.2,7.0,0.6517857142857143,4.5625,215.4
51,Female,67.4,1.85,168.0,136.0,76.0,0.86,Cardio,23.9,3.3,3,Intermediate,19.8,7.0,0.6521739130434783,4.565217391304348,264.6
27,Female,53.5,1.6,195.0,163.0,68.0,1.26,Mixed,14.7,4.5,5,Expert,21.0,8.0,0.7480314960629921,5.984251968503937,403.4
47,Male,55.1,1.54,172.0,158.0,80.0,0.77,HIIT,24.9,3.4,3,Beginner,23.2,9.5,0.8478260869565217,8.054347826086957,341.7
39,Female,67.4,1.68,178.0,130.0,71.0,0.73,Yoga,23.1,3.8,2,Beginner,23.8,3.0,0.5514018691588785,1.6542056074766354,81.4
23,Male,65.7,1.68,194.0,152.0,75.0,0.31,Cardio,20.8,2.4,3,Beginner,23.4,7.0,0.6470588235294118,4.529411764705882,92.3
19,Female,76.0,1.8,205.0,160.0,55.0,1.2,Strength,17.6,3.8,7,Expert,23.5,6.0,0.7,4.199999999999999,383.0
47,Female,76.4,1.56,180.0,155.0,80.0,0.64,Mixed,27.4,4.0,3,Beginner,31.5,8.0,0.75,6.0,293.4
19,Female,72.5,1.63,199.0,180.0,72.0,1.04,HIIT,24.7,3.0,3,Beginner,27.4,9.5,0.8503937007874016,8.078740157480315,609.1
49,Female,61.7,1.47,175.0,141.0,61.0,0.43,Strength,19.6,2.9,3,Intermediate,28.8,6.0,0.7017543859649122,4.2105263157894735,111.7
59,Male,85.4,1.82,162.0,132.0,76.0,0.76,Cardio,29.4,3.9,3,Beginner,25.9,7.0,0.6511627906976745,4.558139534883721,295.8
33,Male,70.6,1.71,185.0,154.0,81.0,0.76,Strength,22.4,3.7,2,Beginner,24.3,6.0,0.7019230769230769,4.211538461538462,226.0
29,Female,68.4,1.63,194.0,163.0,68.0,0.87,Mixed,32.1,4.4,2,Beginner,25.6,8.0,0.753968253968254,6.031746031746032,358.9
18,Female,59.7,1.55,205.0,185.0,69.0,0.84,HIIT,25.3,2.8,3,Intermediate,24.9,9.5,0.8529411764705882,8.102941176470589,406.3
25,Female,66.0,1.56,191.0,172.0,67.0,0.9,HIIT,25.4,3.5,4,Intermediate,27.2,9.5,0.8467741935483871,8.044354838709678,477.8
30,Female,59.6,1.72,188.0,153.0,70.0,0.92,Strength,16.0,3.7,4,Advanced,20.1,6.0,0.7033898305084746,4.220338983050848,231.4
32,Male,66.2,1.57,195.0,156.0,65.0,0.67,Strength,27.1,3.3,3,Beginner,26.9,6.0,0.7,4.199999999999999,186.3
25,Female,70.5,1.69,195.0,153.0,76.0,0.64,Cardio,26.1,2.4,3,Intermediate,24.7,7.0,0.6470588235294118,4.529411764705882,204.4
27,Female,63.9,1.88,189.0,152.0,66.0,0.93,Strength,28.9,3.6,5,Intermediate,18.0,6.0,0.6991869918699187,4.195121951219512,249.3
22,Female,65.9,1.65,199.0,143.0,74.0,0.65,Yoga,25.7,3.7,2,Beginner,24.3,3.0,0.552,1.656,70.9
36,Male,47.1,1.58,184.0,168.0,74.0,0.82,HIIT,26.2,3.5,4,Intermediate,18.8,9.5,0.8545454545454545,8.118181818181817,313.5
55,Female,64.5,1.72,170.0,156.0,72.0,1.0,HIIT,16.5,3.9,4,Advanced,21.9,9.5,0.8571428571428571,8.142857142857142,525.2
28,Male,56.7,1.56,192.0,133.0,60.0,0.72,Yoga,10.6,3.4,7,Expert,23.4,3.0,0.553030303030303,1.659090909090909,67.7
37,Male,61.7,1.85,183.0,165.0,66.0,1.02,HIIT,14.2,3.8,3,Intermediate,18.0,9.5,0.8461538461538461,8.038461538461538,505.9
37,Female,78.8,1.82,183.0,139.0,57.0,1.12,Cardio,16.8,3.3,7,Expert,23.8,7.0,0.6507936507936508,4.555555555555555,402.1
38,Female,67.2,1.66,183.0,132.0,71.0,1.05,Yoga,18.8,4.3,7,Advanced,24.3,3.0,0.5446428571428571,1.6339285714285712,115.3
35,Female,68.3,1.59,193.0,158.0,56.0,1.29,Mixed,13.3,4.9,5,Expert,27.0,8.0,0.7445255474452555,5.956204379562044,524.8
27,Male,59.5,1.64,197.0,158.0,67.0,0.68,Strength,20.8,3.3,4,Advanced,22.2,6.0,0.7,4.199999999999999,169.9
51,Male,68.4,1.65,164.0,124.0,75.0,0.54,Yoga,23.5,3.6,2,Beginner,25.1,3.0,0.550561797752809,1.651685393258427,61.0
43,Female,69.7,1.72,178.0,144.0,79.0,0.25,Cardio,34.6,2.7,3,Beginner,23.6,7.0,0.6565656565656566,4.595959595959596,80.1
47,Male,71.1,1.78,175.0,125.0,65.0,0.93,Yoga,21.9,4.0,7,Advanced,22.3,3.0,0.5454545454545454,1.6363636363636362,108.2
26,Female,44.7,1.58,196.0,177.0,68.0,0.88,HIIT,21.9,3.7,5,Intermediate,18.0,9.5,0.8515625,8.08984375,318.2
48,Female,74.7,1.78,165.0,151.0,72.0,0.58,HIIT,33.8,3.5,3,Beginner,23.6,9.5,0.8494623655913979,8.06989247311828,349.6
59,Female,81.8,1.74,162.0,147.0,62.0,0.8,HIIT,14.6,3.3,4,Advanced,27.0,9.5,0.85,8.075,528.4
21,Female,53.8,1.63,196.0,175.0,55.0,1.09,HIIT,15.5,3.5,6,Expert,20.3,9.5,0.851063829787234,8.085106382978724,474.1
23,Female,57.1,1.57,190.0,149.0,73.0,1.14,Cardio,20.2,3.2,4,Intermediate,23.1,7.0,0.6495726495726496,4.547008547008547,296.0
31,Female,67.9,1.69,195.0,158.0,71.0,0.62,Strength,24.1,2.9,5,Intermediate,23.7,6.0,0.7016129032258065,4.209677419354839,177.2
21,Male,70.4,1.57,198.0,177.0,63.0,0.93,HIIT,17.8,3.1,4,Intermediate,28.4,9.5,0.8444444444444444,8.022222222222222,525.2
43,Male,76.6,1.78,176.0,140.0,73.0,0.8,Cardio,31.2,3.0,2,Beginner,24.1,7.0,0.6504854368932039,4.553398058252427,279.0
56,Male,61.8,1.57,168.0,135.0,74.0,0.34,Cardio,26.9,2.4,3,Beginner,25.2,7.0,0.648936170212766,4.542553191489362,95.4
34,Female,72.1,1.73,191.0,144.0,57.0,1.43,Cardio,20.9,3.7,5,Expert,24.0,7.0,0.6492537313432836,4.544776119402985,468.6
36,Female,61.6,1.67,183.0,152.0,59.0,1.36,Mixed,13.6,4.6,5,Expert,22.0,8.0,0.75,6.0,502.7
23,Female,51.3,1.62,197.0,163.0,59.0,1.01,Mixed,21.2,5.199999999999999,5,Expert,19.5,8.0,0.7536231884057971,6.028985507246377,312.4
46,Male,63.7,1.67,169.0,126.0,74.0,0.85,Yoga,28.9,4.2,4,Intermediate,22.9,3.0,0.5473684210526316,1.642105263157895,88.9
28,Female,81.8,1.79,187.0,148.0,75.0,0.25,Cardio,26.0,2.4,3,Beginner,25.6,7.0,0.6517857142857143,4.5625,93.3
33,Male,59.7,1.56,193.0,161.0,63.0,0.99,Mixed,17.3,4.0,7,Expert,24.5,8.0,0.7538461538461538,6.030769230769231,356.4
47,Female,80.3,1.64,173.0,144.0,55.0,1.23,Mixed,11.8,4.5,7,Expert,29.9,8.0,0.7542372881355932,6.033898305084746,596.0
42,Male,71.6,1.6,183.0,127.0,60.0,0.98,Yoga,15.9,4.0,5,Advanced,27.8,3.0,0.5447154471544715,1.6341463414634143,114.7
57,Female,81.4,1.68,162.0,148.0,68.0,0.26,HIIT,31.3,2.6,3,Beginner,29.0,9.5,0.851063829787234,8.085106382978724,171.1
28,Female,46.7,1.61,194.0,156.0,68.0,1.24,Strength,18.5,3.8,4,Intermediate,18.0,6.0,0.6984126984126984,4.19047619047619,242.7
24,Male,68.5,1.5,187.0,151.0,65.0,1.07,Strength,15.9,4.2,6,Advanced,30.3,6.0,0.7049180327868853,4.229508196721311,310.0
43,Male,62.1,1.57,181.0,145.0,78.0,0.57,Cardio,27.2,2.8,3,Intermediate,25.1,7.0,0.6504854368932039,4.553398058252427,161.2
39,Male,87.1,1.84,181.0,129.0,66.0,0.82,Yoga,22.2,3.9,3,Intermediate,25.6,3.0,0.5478260869565217,1.643478260869565,117.4
42,Female,80.2,1.7,176.0,149.0,69.0,0.79,Mixed,21.4,4.3,4,Advanced,27.6,8.0,0.7476635514018691,5.981308411214953,379.0
36,Male,69.7,1.7,187.0,143.0,61.0,1.15,Cardio,17.1,3.3,4,Advanced,24.1,7.0,0.6507936507936508,4.555555555555555,365.2
48,Male,53.8,1.65,177.0,162.0,75.0,0.25,HIIT,24.4,2.5,3,Beginner,19.7,9.5,0.8529411764705882,8.102941176470589,109.0
43,Female,83.6,1.67,175.0,143.0,69.0,0.87,Strength,21.5,3.3,4,Intermediate,29.8,6.0,0.6981132075471698,4.188679245283018,304.7
59,Female,56.1,1.64,155.0,122.0,60.0,1.03,Cardio,10.0,3.8,4,Advanced,20.9,7.0,0.6526315789473685,4.568421052631579,264.0
58,Male,60.2,1.73,170.0,145.0,71.0,0.28,Mixed,30.5,3.9,2,Beginner,20.1,8.0,0.7474747474747475,5.97979797979798,100.8
53,Female,65.9,1.69,166.0,151.0,68.0,1.42,HIIT,23.2,4.0,7,Expert,23.1,9.5,0.8469387755102041,8.045918367346939,752.9
40,Male,54.9,1.56,170.0,122.0,62.0,1.1,Yoga,15.9,4.1,4,Advanced,22.5,3.0,0.5555555555555556,1.6666666666666667,100.6
30,Male,69.8,1.71,188.0,151.0,65.0,1.38,Strength,16.1,4.5,7,Expert,24.0,6.0,0.6991869918699187,4.195121951219512,404.1
42,Male,49.6,1.45,180.0,150.0,78.0,0.48,Strength,27.4,3.1,2,Beginner,23.6,6.0,0.7058823529411765,4.235294117647059,100.8
19,Female,87.1,1.72,201.0,162.0,72.0,0.58,Strength,28.5,3.7,3,Beginner,29.4,6.0,0.6976744186046512,4.186046511627907,211.5
19,Male,61.2,1.54,200.0,169.0,75.0,0.71,Mixed,24.9,4.2,2,Beginner,25.8,8.0,0.752,6.016,261.4
33,Male,57.4,1.67,185.0,145.0,71.0,0.96,Cardio,12.0,3.5,3,Intermediate,20.6,7.0,0.6491228070175439,4.543859649122807,250.4
26,Female,51.4,1.56,192.0,163.0,77.0,1.09,Mixed,30.1,4.0,3,Beginner,21.1,8.0,0.7478260869565218,5.982608695652174,335.2
45,Male,63.4,1.68,169.0,140.0,73.0,0.33,Strength,26.1,3.3,2,Beginner,22.4,6.0,0.6979166666666666,4.1875,87.6
30,Male,67.8,1.74,184.0,143.0,67.0,0.57,Cardio,26.7,2.5,3,Beginner,22.5,7.0,0.6495726495726496,4.547008547008547,175.7
52,Male,73.5,1.83,170.0,144.0,66.0,1.11,Mixed,26.9,4.4,5,Intermediate,21.9,8.0,0.75,6.0,489.5
58,Female,45.6,1.53,168.0,140.0,76.0,0.74,Strength,24.9,3.8,4,Intermediate,19.6,6.0,0.6956521739130435,4.173913043478261,140.8
30,Male,79.5,1.78,189.0,153.0,70.0,1.23,Strength,22.8,4.3,3,Intermediate,25.2,6.0,0.6974789915966386,4.184873949579831,409.2
48,Female,63.6,1.69,179.0,131.0,73.0,0.64,Yoga,27.2,3.5,2,Beginner,22.2,3.0,0.5471698113207547,1.641509433962264,66.8
38,Female,54.0,1.63,187.0,154.0,55.0,1.645,Mixed,14.8,5.199999999999999,5,Expert,20.2,8.0,0.75,6.0,541.1
49,Male,80.0,1.76,170.0,128.0,76.0,0.95,Yoga,19.2,4.2,3,Intermediate,25.9,3.0,0.5531914893617021,1.6595744680851063,126.1
51,Male,75.2,1.66,172.0,138.0,74.0,0.32,Cardio,21.6,2.9,3,Beginner,27.4,7.0,0.6530612244897959,4.571428571428571,110.0
25,Female,70.6,1.75,197.0,145.0,80.0,0.25,Yoga,24.5,3.4,2,Beginner,23.0,3.0,0.5555555555555556,1.6666666666666667,29.4
58,Male,77.8,1.58,159.0,135.0,78.0,0.57,Strength,21.4,3.3,2,Beginner,31.1,6.0,0.7037037037037037,4.222222222222222,187.2
19,Male,85.9,1.62,190.0,174.0,79.0,0.53,HIIT,21.8,3.2,2,Beginner,32.9,9.5,0.8558558558558559,8.13063063063063,370.2
55,Female,81.8,1.77,166.0,135.0,78.0,0.98,Cardio,21.8,3.2,4,Intermediate,26.0,7.0,0.6477272727272727,4.534090909090909,363.5
49,Male,74.0,1.83,175.0,146.0,61.0,1.14,Mixed,12.6,4.6,6,Expert,22.1,8.0,0.7456140350877193,5.964912280701754,503.2
57,Male,70.5,1.68,160.0,122.0,74.0,0.58,Yoga,22.4,3.2,2,Beginner,25.1,3.0,0.5581395348837209,1.6744186046511629,68.5
45,Female,40.2,1.45,185.0,157.0,73.0,0.95,Mixed,19.9,4.2,5,Advanced,19.1,8.0,0.75,6.0,229.1
54,Male,56.5,1.66,171.0,155.0,64.0,0.99,HIIT,18.8,3.7,6,Expert,20.5,9.5,0.8504672897196262,8.07943925233645,451.9
58,Female,51.0,1.68,155.0,124.0,66.0,0.66,Cardio,21.4,2.8,4,Intermediate,18.0,7.0,0.651685393258427,4.561797752808989,153.6
18,Female,59.0,1.66,201.0,165.0,80.0,0.62,Strength,29.4,3.5,2,Beginner,21.5,6.0,0.7024793388429752,4.214876033057851,154.2
58,Male,56.0,1.71,158.0,122.0,78.0,1.09,Yoga,15.3,4.1,4,Intermediate,19.1,3.0,0.55,1.65,100.7
27,Female,70.6,1.63,191.0,130.0,55.0,1.58,Yoga,14.9,5.1,5,Expert,26.5,3.0,0.5514705882352942,1.6544117647058825,184.5
21,Male,65.3,1.76,202.0,156.0,69.0,0.63,Cardio,24.0,2.7,3,Beginner,21.0,7.0,0.6541353383458647,4.578947368421053,188.4
52,Male,61.4,1.56,167.0,152.0,66.0,0.72,HIIT,19.5,3.3,4,Intermediate,25.1,9.5,0.8514851485148515,8.089108910891088,357.6
27,Female,87.8,1.8,190.0,148.0,69.0,1.14,Cardio,21.4,3.7,6,Advanced,27.0,7.0,0.6528925619834711,4.570247933884298,457.4
28,Female,96.6,1.84,192.0,139.0,74.0,0.99,Yoga,29.6,3.9,3,Intermediate,28.7,3.0,0.5508474576271186,1.652542372881356,158.0
31,Female,57.0,1.59,193.0,157.0,73.0,0.73,Strength,21.1,2.8,5,Intermediate,22.6,6.0,0.7,4.199999999999999,174.8
55,Female,63.7,1.59,169.0,126.0,74.0,0.77,Yoga,21.1,3.8,4,Intermediate,25.2,3.0,0.5473684210526316,1.642105263157895,80.5
29,Female,75.1,1.72,194.0,175.0,64.0,1.16,HIIT,27.0,3.6,4,Intermediate,25.4,9.5,0.8538461538461538,8.111538461538462,706.6
34,Female,70.9,1.56,193.0,159.0,59.0,1.14,Mixed,17.3,4.1,4,Advanced,29.1,8.0,0.746268656716418,5.970149253731344,482.5
33,Male,72.2,1.63,187.0,159.0,76.0,0.51,Mixed,15.6,4.1,5,Intermediate,27.1,8.0,0.7477477477477478,5.981981981981982,220.3
52,Male,93.6,1.79,166.0,133.0,71.0,0.7,Cardio,24.0,3.0,5,Intermediate,29.2,7.0,0.6526315789473685,4.568421052631579,299.3
19,Female,55.4,1.75,200.0,147.0,81.0,0.61,Yoga,21.9,3.3,3,Beginner,18.0,3.0,0.5546218487394958,1.6638655462184877,56.2
28,Male,75.3,1.88,188.0,168.0,57.0,1.18,HIIT,8.1,3.9,7,Expert,21.3,9.5,0.8473282442748091,8.049618320610687,715.2
58,Female,81.0,1.7,158.0,145.0,70.0,0.41,HIIT,31.8,2.5,3,Beginner,28.1,9.5,0.8522727272727273,8.09659090909091,268.9
20,Female,69.0,1.62,204.0,170.0,69.0,0.97,Mixed,25.1,4.5,2,Beginner,26.3,8.0,0.7481481481481481,5.985185185185185,400.6
46,Male,66.7,1.69,178.0,153.0,79.0,0.64,Mixed,18.7,3.6,3,Beginner,23.5,8.0,0.7474747474747475,5.97979797979798,255.3
35,Male,61.3,1.66,172.0,135.0,66.0,0.95,Cardio,11.3,3.0,7,Expert,22.1,7.0,0.6509433962264151,4.556603773584905,265.4
37,Female,75.4,1.67,188.0,146.0,68.0,0.86,Cardio,25.5,2.8,7,Advanced,27.2,7.0,0.65,4.55,295.0
31,Female,50.7,1.68,187.0,169.0,68.0,0.67,HIIT,31.0,3.2,4,Intermediate,18.0,9.5,0.8487394957983193,8.063025210084033,273.9
51,Female,68.4,1.59,166.0,130.0,63.0,0.88,Cardio,21.4,3.2,6,Expert,27.2,7.0,0.6504854368932039,4.553398058252427,274.1
48,Male,71.1,1.71,170.0,138.0,63.0,1.16,Strength,20.8,4.2,7,Expert,24.4,6.0,0.7009345794392523,4.205607476635514,346.9
57,Female,52.2,1.54,157.0,113.0,60.0,0.69,Yoga,23.5,3.7,4,Intermediate,22.0,3.0,0.5463917525773195,1.6391752577319587,59.0
59,Female,67.3,1.61,160.0,133.0,68.0,0.81,Strength,27.0,3.9,4,Intermediate,26.0,6.0,0.7065217391304348,4.239130434782609,231.1
35,Male,62.5,1.67,195.0,148.0,61.0,1.37,Cardio,13.6,3.8,7,Expert,22.5,7.0,0.6492537313432836,4.544776119402985,389.1
47,Male,51.0,1.45,165.0,140.0,81.0,0.39,Strength,26.7,2.6,2,Beginner,24.1,6.0,0.7023809523809523,4.2142857142857135,83.8
42,Male,73.5,1.76,181.0,142.0,70.0,0.88,Cardio,19.2,2.7,4,Intermediate,23.8,7.0,0.6486486486486487,4.54054054054054,293.7
36,Female,58.7,1.47,189.0,158.0,66.0,0.78,Mixed,23.8,4.5,5,Advanced,27.0,8.0,0.7479674796747967,5.983739837398374,274.0
25,Female,75.2,1.75,198.0,138.0,65.0,0.74,Yoga,19.0,4.1,5,Advanced,24.6,3.0,0.5488721804511278,1.6466165413533835,91.6
45,Male,43.3,1.55,183.0,135.0,76.0,0.79,Yoga,28.6,3.6,2,Beginner,18.0,3.0,0.5514018691588785,1.6542056074766354,56.6
25,Female,49.5,1.64,200.0,180.0,68.0,0.43,HIIT,26.1,3.1,3,Beginner,18.4,9.5,0.8484848484848485,8.06060606060606,171.6
48,Female,59.0,1.73,175.0,136.0,62.0,1.12,Cardio,26.6,3.3,4,Advanced,19.7,7.0,0.6548672566371682,4.5840707964601775,302.9
20,Male,93.2,1.9,205.0,156.0,64.0,0.76,Cardio,18.8,3.1,2,Beginner,25.8,7.0,0.6524822695035462,4.567375886524824,323.5
20,Male,75.1,1.69,205.0,168.0,58.0,1.16,Mixed,15.9,4.2,7,Expert,26.2,8.0,0.7482993197278912,5.98639455782313,521.5
39,Female,67.4,1.48,179.0,154.0,77.0,0.71,Mixed,28.8,3.9,2,Beginner,30.7,8.0,0.7549019607843137,6.03921568627451,289.0
34,Male,62.9,1.78,189.0,146.0,66.0,0.88,Cardio,26.8,3.4,5,Intermediate,19.9,7.0,0.6504065040650406,4.5528455284552845,252.0
53,Male,80.3,1.66,166.0,141.0,69.0,0.85,Mixed,21.8,4.5,4,Intermediate,29.2,8.0,0.7422680412371134,5.938144329896907,405.3
34,Female,51.2,1.69,179.0,131.0,72.0,0.79,Yoga,18.7,3.8,4,Intermediate,18.0,3.0,0.5514018691588785,1.6542056074766354,66.9
31,Female,72.5,1.74,198.0,147.0,85.0,0.64,Yoga,23.3,4.1,3,Beginner,24.1,3.0,0.5486725663716814,1.646017699115044,76.4
26,Female,53.1,1.46,191.0,150.0,75.0,0.51,Cardio,28.4,2.8,2,Beginner,25.0,7.0,0.646551724137931,4.525862068965518,122.6
47,Female,70.5,1.68,178.0,163.0,74.0,0.52,HIIT,24.6,2.6,5,Intermediate,25.0,9.5,0.8557692307692307,8.129807692307692,298.0
38,Female,61.1,1.64,185.0,133.0,69.0,0.82,Yoga,19.2,3.9,3,Intermediate,22.8,3.0,0.5517241379310345,1.6551724137931034,82.9
29,Female,79.5,1.8,187.0,135.0,72.0,0.87,Yoga,25.4,3.5,4,Intermediate,24.5,3.0,0.5478260869565217,1.643478260869565,113.7
54,Male,58.5,1.75,162.0,132.0,75.0,0.87,Cardio,28.5,3.4,3,Beginner,19.1,7.0,0.6551724137931034,4.586206896551724,233.4
49,Male,63.2,1.52,173.0,128.0,73.0,0.5,Yoga,26.8,3.6,3,Beginner,27.5,3.0,0.55,1.65,52.1
28,Male,81.6,1.81,194.0,138.0,69.0,0.69,Yoga,26.4,4.0,3,Intermediate,25.0,3.0,0.552,1.656,93.2
37,Female,75.7,1.72,181.0,146.0,81.0,0.29,Cardio,27.3,2.3,3,Beginner,25.4,7.0,0.65,4.55,99.9
52,Female,53.2,1.53,160.0,122.0,76.0,0.35,Yoga,27.0,3.3,2,Beginner,22.9,3.0,0.5476190476190477,1.642857142857143,30.6
28,Female,64.5,1.69,196.0,150.0,64.0,0.46,Cardio,21.9,2.5,4,Intermediate,22.7,7.0,0.6515151515151515,4.5606060606060606,135.3
25,Female,83.0,1.78,180.0,164.0,68.0,0.5,HIIT,27.9,3.0,4,Intermediate,26.1,9.5,0.8571428571428571,8.142857142857142,337.9
21,Female,73.8,1.56,201.0,168.0,71.0,0.48,Mixed,26.4,4.3,2,Beginner,30.4,8.0,0.7461538461538462,5.969230769230769,211.5
44,Male,60.9,1.82,182.0,146.0,80.0,0.74,Cardio,30.7,3.1,3,Beginner,18.4,7.0,0.6470588235294118,4.529411764705882,204.1
57,Female,42.6,1.53,154.0,112.0,61.0,1.07,Yoga,12.4,3.9,7,Advanced,18.2,3.0,0.5483870967741935,1.6451612903225803,75.0
55,Male,64.2,1.6,166.0,135.0,64.0,1.5,Strength,12.4,4.4,5,Expert,25.1,6.0,0.696078431372549,4.1764705882352935,402.2
47,Female,57.0,1.59,171.0,148.0,80.0,0.7,Mixed,24.5,4.0,3,Beginner,22.7,8.0,0.7472527472527473,5.978021978021978,238.5
44,Male,80.9,1.82,177.0,161.0,71.0,0.41,HIIT,19.1,2.7,4,Intermediate,24.5,9.5,0.8490566037735849,8.066037735849058,267.5
38,Male,63.6,1.63,187.0,157.0,68.0,1.03,Mixed,22.9,4.5,7,Advanced,23.9,8.0,0.7478991596638656,5.983193277310924,391.9
37,Male,64.8,1.56,176.0,135.0,57.0,1.53,Cardio,20.1,4.2,7,Expert,26.5,7.0,0.6554621848739496,4.588235294117647,454.9
21,Male,68.0,1.72,198.0,144.0,79.0,0.36,Yoga,29.3,3.2,3,Beginner,22.9,3.0,0.5462184873949579,1.638655462184874,40.1
28,Male,58.4,1.75,191.0,132.0,59.0,1.07,Yoga,16.7,4.5,6,Advanced,19.2,3.0,0.553030303030303,1.659090909090909,103.7
30,Male,63.6,1.75,180.0,163.0,68.0,0.72,HIIT,18.1,3.7,4,Intermediate,20.8,9.5,0.8482142857142857,8.058035714285714,369.0
26,Male,63.8,1.65,197.0,166.0,73.0,0.56,Mixed,25.6,3.9,3,Beginner,23.4,8.0,0.75,6.0,214.4
21,Female,55.2,1.71,205.0,185.0,70.0,1.2,HIIT,22.1,4.0,6,Advanced,19.0,9.5,0.8518518518518519,8.092592592592593,536.1
29,Female,62.2,1.61,194.0,154.0,79.0,0.81,Cardio,18.0,2.9,3,Intermediate,23.9,7.0,0.6521739130434783,4.565217391304348,230.0
