Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned (kcal),cluster,PC1,PC2,PC3
42,Female,64.2,1.62,174.0,122.0,59.0,1.02,Yoga,29.3,4.1,5,Intermediate,24.4,3.0,0.5478260869565217,1.643478260869565,107.6,3,1.2045676784224781,-1.3064071222154816,-0.3833606456354438
21,Male,61.0,1.72,194.0,164.0,74.0,1.04,Mixed,24.3,4.3,3,Beginner,20.6,8.0,0.75,6.0,380.6,2,-0.5069430373809254,1.9562488177041453,-0.7815454442634125
27,Male,67.1,1.74,189.0,158.0,63.0,0.83,Mixed,11.3,4.2,7,Advanced,22.1,8.0,0.753968253968254,6.031746031746032,335.9,0,2.238131301597245,1.619512349407027,-0.0930153867870301
27,Female,73.7,1.58,186.0,152.0,73.0,0.75,Strength,28.4,3.2,3,Beginner,29.5,6.0,0.6991150442477876,4.1946902654867255,231.9,2,-1.674394926359041,0.7354282187683051,0.6177252021502113
41,Male,88.2,1.65,182.0,164.0,59.0,0.72,HIIT,18.0,2.8,5,Advanced,32.3,9.5,0.8536585365853658,8.109756097560975,515.0,2,0.5189337198996724,0.6090263900887235,2.1514668642896626
38,Female,81.0,1.79,185.0,144.0,70.0,0.93,Cardio,25.5,3.4,4,Intermediate,25.3,7.0,0.6434782608695652,4.504347826086956,339.3,2,-0.2919005263689504,0.04553409551073345,1.3271371816783297
28,Male,48.7,1.5,193.0,174.0,69.0,0.62,HIIT,28.2,3.1,2,Beginner,21.7,9.5,0.8467741935483871,8.044354838709678,242.9,2,-2.098864009594477,1.6421689590568733,-2.266009482905972
44,Female,56.8,1.55,180.0,138.0,61.0,0.96,Cardio,20.9,3.4,4,Advanced,23.5,7.0,0.6470588235294118,4.529411764705882,247.0,3,0.8837287942319446,-0.5984099795861797,-1.2525662501655035
33,Male,57.9,1.66,189.0,135.0,69.0,0.77,Yoga,18.5,3.5,3,Intermediate,21.0,3.0,0.55,1.65,73.6,1,-0.11263193743715144,0.15232423300347844,-1.0965861309311868
43,Male,63.4,1.72,180.0,133.0,75.0,0.78,Yoga,22.9,3.9,3,Intermediate,21.5,3.0,0.5523809523809524,1.6571428571428573,81.9,1,-0.459105881998993,-0.8997003381216773,-0.44128559561050174
47,Female,50.4,1.54,182.0,164.0,62.0,1.25,HIIT,14.9,3.7,5,Expert,21.1,9.5,0.85,8.075,508.7,0,1.9784185948545931,0.4047157492494388,-2.0001144289746113
33,Male,65.8,1.67,192.0,175.0,78.0,0.84,HIIT,20.9,2.9,2,Beginner,23.7,9.5,0.8508771929824561,8.083333333333334,446.8,2,-1.8920106491330022,1.4815729854004884,-0.30049801373284935
24,Male,78.9,1.8,197.0,156.0,80.0,0.55,Cardio,19.2,2.6,5,Intermediate,24.5,7.0,0.6495726495726496,4.547008547008547,197.3,2,-1.387611866217965,1.6228413360798235,1.100666665891636
33,Female,66.6,1.69,182.0,164.0,62.0,0.95,HIIT,11.5,3.3,6,Expert,23.4,9.5,0.85,8.075,510.9,0,1.7203310473510234,1.1269716887274384,-0.1615721911916688
52,Female,72.7,1.77,160.0,117.0,65.0,0.65,Yoga,27.1,4.0,5,Intermediate,23.1,3.0,0.5473684210526316,1.642105263157895,77.6,3,0.510397572862282,-2.744380122800194,0.5506539085469124
33,Female,71.0,1.62,178.0,128.0,67.0,1.05,Yoga,22.4,4.3,3,Intermediate,27.0,3.0,0.5495495495495496,1.648648648648649,122.9,3,0.6483561174667699,-0.4807753238805889,0.3574383430800104
57,Male,59.0,1.6,168.0,139.0,71.0,0.48,Strength,23.3,3.1,2,Beginner,23.1,6.0,0.7010309278350515,4.2061855670103085,119.1,1,-1.5316167194082637,-2.1392948934880307,-0.9665062451440786
29,Female,72.7,1.76,188.0,147.0,69.0,0.67,Cardio,23.4,2.8,3,Intermediate,23.3,7.0,0.6554621848739496,4.588235294117647,223.5,2,-1.1709659996397088,0.6062260714286195,0.41781163011571815
52,Female,68.7,1.72,168.0,143.0,68.0,0.87,Mixed,27.1,4.3,3,Intermediate,23.3,8.0,0.75,6.0,358.6,1,-0.006729226441286526,-1.5292271109219517,0.11370132768457793
38,Female,73.6,1.56,177.0,161.0,70.0,0.53,HIIT,33.2,3.0,2,Beginner,30.2,9.5,0.8504672897196262,8.07943925233645,315.2,2,-2.5558751417551013,-0.0836101663037978,0.6242634904111525
53,Male,56.4,1.6,178.0,134.0,80.0,0.55,Yoga,27.0,3.7,3,Beginner,22.0,3.0,0.5510204081632653,1.6530612244897958,51.3,1,-1.6476678679641708,-1.6534753457131528,-1.2674194783158188
34,Female,89.0,1.84,177.0,141.0,75.0,1.05,Cardio,25.7,3.4,5,Intermediate,26.4,7.0,0.6470588235294118,4.529411764705882,423.3,2,-0.09669693077049235,-0.18282602725982885,2.1524844627728816
49,Male,52.9,1.59,172.0,143.0,76.0,0.62,Strength,19.3,3.8,3,Beginner,21.0,6.0,0.6979166666666666,4.1875,137.3,1,-0.7551899733465898,-1.2991472159915851,-1.642437554349162
58,Male,79.9,1.77,160.0,127.0,65.0,0.81,Cardio,17.0,2.7,5,Intermediate,25.4,7.0,0.6526315789473685,4.568421052631579,295.7,3,0.7622686956728105,-2.600154591368922,1.2827873527455604
23,Female,69.8,1.63,197.0,177.0,66.0,0.68,HIIT,23.6,3.3,5,Advanced,26.2,9.5,0.8473282442748091,8.049618320610687,382.1,2,-0.3843097289512278,2.5008463840105675,0.0989608768343114
41,Male,79.9,1.68,177.0,151.0,72.0,0.43,Mixed,24.4,3.8,2,Beginner,28.3,8.0,0.7523809523809524,6.019047619047619,206.8,2,-1.6565714923208839,-0.4415645006732819,1.2472132507572373
44,Male,65.6,1.71,172.0,137.0,71.0,0.88,Cardio,19.3,3.4,4,Advanced,22.5,7.0,0.6534653465346535,4.574257425742575,264.1,1,0.33649991288291564,-1.0631921305277863,-0.21527717744010536
37,Male,42.2,1.47,177.0,160.0,64.0,0.67,HIIT,26.4,3.3,4,Intermediate,19.5,9.5,0.8495575221238938,8.070796460176991,228.2,1,-0.455526226651939,0.13389051066690139,-3.003270445912706
42,Male,49.1,1.53,188.0,151.0,63.0,1.36,Strength,17.8,3.9,7,Expert,20.9,6.0,0.704,4.224,282.1,0,2.6669055762490554,0.5899298128553799,-2.115366968463501
19,Male,79.4,1.69,200.0,152.0,63.0,1.64,Cardio,9.9,3.4,7,Expert,27.9,7.0,0.6496350364963503,4.547445255474452,592.2,0,3.164571143958726,2.5577443780455407,1.2129793189075264
26,Female,83.5,1.61,196.0,177.0,69.0,0.91,HIIT,21.3,3.4,7,Advanced,32.3,9.5,0.8503937007874016,8.078740157480315,613.9,0,0.5787470686849433,2.503586213237988,1.687270666806135
45,Female,86.6,1.78,167.0,135.0,76.0,0.83,Cardio,23.2,3.1,2,Beginner,27.3,7.0,0.6483516483516484,4.538461538461538,326.2,1,-1.376165218906391,-1.6127941812354776,1.9031687485993025
55,Female,43.8,1.52,154.0,121.0,58.0,1.63,Cardio,17.2,4.0,6,Expert,19.0,7.0,0.65625,4.59375,328.0,3,3.6883994103974453,-2.6313848764410137,-2.648783621764151
20,Male,82.0,1.74,197.0,159.0,72.0,0.94,Strength,13.2,3.5,7,Expert,27.2,6.0,0.696,4.176,321.9,0,1.2767221459132052,2.3295717679894743,1.4447998219079536
37,Female,48.1,1.54,187.0,145.0,66.0,1.01,Cardio,29.3,3.3,5,Intermediate,20.2,7.0,0.6528925619834711,4.570247933884298,222.0,0,0.08073754239861226,0.1867395546432784,-2.282955583131681
23,Male,61.1,1.64,197.0,160.0,74.0,1.1,Strength,19.0,3.7,5,Intermediate,22.6,6.0,0.6991869918699187,4.195121951219512,282.0,0,0.43565479894202,2.0213399885982217,-0.8008056496203724
56,Male,61.3,1.57,161.0,131.0,75.0,0.68,Cardio,23.6,3.1,2,Beginner,24.7,7.0,0.6511627906976745,4.558139534883721,190.0,1,-1.3828993163986132,-2.6625788338675487,-0.7104798722388521
50,Male,88.9,1.87,172.0,129.0,77.0,0.32,Yoga,25.7,3.5,3,Beginner,25.4,3.0,0.5473684210526316,1.642105263157895,46.7,1,-1.838272194800719,-1.9204979878833104,2.147071280322003
18,Male,58.0,1.55,199.0,167.0,72.0,0.59,Mixed,18.8,4.2,5,Intermediate,24.3,8.0,0.7480314960629921,5.984251968503937,204.8,0,-0.07485561764275622,2.5238391666732327,-1.1143138333241278
54,Female,60.1,1.67,173.0,146.0,65.0,0.26,Mixed,19.9,3.6,5,Intermediate,21.6,8.0,0.75,6.0,93.8,1,-0.10156119922091184,-1.3162510292781167,-0.8320743543311002
23,Male,64.2,1.51,204.0,143.0,68.0,0.78,Yoga,30.2,4.1,2,Beginner,28.2,3.0,0.5514705882352942,1.6544117647058825,82.8,2,-1.2460330077414297,1.5097503417915614,-0.3793085994296653
51,Female,74.1,1.84,166.0,142.0,69.0,0.54,Mixed,38.4,3.7,3,Beginner,21.9,8.0,0.7525773195876289,6.020618556701031,240.9,1,-1.8842431115966327,-1.8918773626933434,0.6672164429890327
32,Female,85.9,1.72,184.0,148.0,63.0,0.92,Strength,23.6,4.2,7,Advanced,29.0,6.0,0.7024793388429752,4.214876033057851,333.1,0,1.5696763084266216,0.7182923811764534,1.858319739721869
43,Male,53.2,1.69,177.0,161.0,71.0,0.61,HIIT,22.6,3.0,3,Intermediate,18.6,9.5,0.8490566037735849,8.066037735849058,261.8,1,-1.1483427521468006,-0.1956831300036315,-1.602542767302086
31,Female,83.0,1.83,191.0,154.0,67.0,0.88,Strength,24.1,3.7,4,Intermediate,24.9,6.0,0.7016129032258065,4.209677419354839,307.5,2,-0.08833829568641363,1.0637154968347988,1.5255218179150685
24,Female,54.8,1.69,195.0,174.0,58.0,1.11,HIIT,21.2,3.9,4,Advanced,19.1,9.5,0.8467153284671532,8.043795620437956,489.3,0,1.0634986376679576,2.3928831377032784,-1.4897332736785704
48,Female,59.9,1.7,177.0,146.0,75.0,0.65,Strength,30.3,3.5,4,Intermediate,20.7,6.0,0.696078431372549,4.1764705882352935,162.6,1,-1.216448865377146,-0.9777086489575441,-0.8713570535921649
41,Male,62.9,1.69,180.0,146.0,67.0,0.55,Strength,26.7,3.4,2,Beginner,21.9,6.0,0.6991150442477876,4.1946902654867255,145.1,1,-1.4671421390547352,-0.5069049715030739,-0.5900971127956472
48,Male,90.7,1.74,177.0,162.0,72.0,0.48,HIIT,24.2,3.0,5,Intermediate,30.1,9.5,0.8571428571428571,8.142857142857142,354.5,2,-1.0150061158373782,-0.2819996614239259,2.3574811090918235
46,Male,77.7,1.63,168.0,125.0,71.0,0.67,Yoga,21.9,3.7,3,Beginner,29.2,3.0,0.5567010309278351,1.6701030927835052,86.9,1,-0.4982376826127671,-1.8597745207762757,1.106796286145139
59,Female,75.6,1.66,158.0,119.0,71.0,0.96,Yoga,21.1,3.9,7,Advanced,27.5,3.0,0.5517241379310345,1.6551724137931034,120.1,3,1.709049241253709,-2.900729587798793,0.9190193572268488
49,Female,74.8,1.76,174.0,128.0,72.0,0.61,Yoga,23.6,3.8,2,Beginner,24.1,3.0,0.5490196078431373,1.647058823529412,75.2,1,-1.0744793288835486,-1.735261693232724,0.716027478892564
34,Male,72.2,1.71,186.0,132.0,66.0,0.42,Yoga,24.8,3.2,3,Beginner,24.8,3.0,0.55,1.65,50.0,1,-1.2575525428164427,-0.2882440988536654,0.4314174636021338
31,Male,80.9,1.67,188.0,153.0,70.0,0.67,Strength,21.9,3.3,4,Intermediate,29.1,6.0,0.7033898305084746,4.220338983050848,228.8,2,-0.6052898312402593,0.8354833860378992,1.3678647323384452
57,Female,63.6,1.54,160.0,131.0,61.0,1.19,Strength,25.1,4.2,7,Advanced,26.8,6.0,0.7070707070707071,4.242424242424242,321.1,3,2.4504996316259056,-2.2259107609476283,-0.3610182349032901
53,Male,80.6,1.83,167.0,133.0,69.0,1.17,Cardio,15.5,3.2,6,Advanced,24.1,7.0,0.6530612244897959,4.571428571428571,431.1,3,1.743397435567863,-1.6502420688979855,1.3799381874364485
41,Male,78.0,1.61,186.0,159.0,77.0,0.82,Mixed,28.8,4.3,2,Beginner,29.9,8.0,0.7522935779816514,6.018348623853211,384.9,2,-1.5070304733032653,0.29644498697527194,1.0771245385268742
44,Female,86.2,1.78,166.0,131.0,67.0,0.87,Cardio,24.5,3.3,3,Intermediate,27.3,7.0,0.6464646464646465,4.525252525252526,339.4,1,-0.2441828799864776,-1.6065193771080553,1.9014262978447947
42,Female,72.0,1.7,177.0,150.0,70.0,0.28,Mixed,31.1,3.4,3,Beginner,25.0,8.0,0.7476635514018691,5.981308411214953,120.6,1,-2.1748924284946023,-0.6458742147728219,0.38597412002731996
49,Male,53.3,1.55,170.0,143.0,60.0,1.32,Mixed,13.8,4.9,5,Advanced,22.2,8.0,0.7545454545454545,6.036363636363636,424.7,3,3.1754554459203157,-0.8386912687903615,-1.5589690775880152
35,Male,71.1,1.81,180.0,147.0,72.0,0.54,Strength,24.8,3.9,3,Beginner,21.8,6.0,0.6944444444444444,4.166666666666666,160.0,2,-1.1524818673867876,-0.1001084531758833,0.3601009557957019
35,Male,65.9,1.71,184.0,134.0,72.0,1.28,Yoga,20.2,4.3,6,Advanced,22.7,3.0,0.5535714285714286,1.6607142857142858,140.1,3,1.8175685317620913,0.07971876691650111,-0.1572432055875828
54,Male,84.9,1.81,158.0,143.0,59.0,1.28,HIIT,16.0,3.9,5,Expert,25.8,9.5,0.8484848484848485,8.06060606060606,876.0,3,2.555983349161988,-1.6765357032598343,1.7922869319436254
43,Female,75.5,1.66,174.0,141.0,65.0,1.22,Strength,23.9,3.8,7,Expert,27.3,6.0,0.6972477064220184,4.18348623853211,385.3,3,1.9125380680155524,-0.5277597437486169,0.8223874635693117
26,Male,55.8,1.75,193.0,172.0,55.0,1.03,HIIT,19.8,2.9,7,Expert,18.2,9.5,0.8478260869565217,8.054347826086957,462.9,0,1.6641316043630097,2.226227199066906,-1.2951643990014499
52,Male,40.7,1.5,168.0,132.0,65.0,0.52,Cardio,29.3,2.5,3,Beginner,18.0,7.0,0.6504854368932039,4.553398058252427,96.4,1,-1.4789558557704992,-2.1907642235114557,-3.1569666334100157
25,Female,53.7,1.63,204.0,142.0,65.0,0.71,Yoga,20.8,3.6,4,Intermediate,20.2,3.0,0.5539568345323741,1.6618705035971222,63.4,0,0.005575098828407149,1.5153942873391613,-1.6193363800579708
37,Female,53.9,1.55,179.0,144.0,78.0,0.55,Cardio,24.4,3.0,3,Beginner,22.4,7.0,0.6534653465346535,4.574257425742575,135.6,1,-1.9166010924623822,-0.4773132290144259,-1.6109670314856046
59,Female,77.7,1.64,154.0,118.0,74.0,0.86,Yoga,23.8,4.4,3,Beginner,28.8,3.0,0.55,1.65,110.3,1,0.018368987443887465,-3.373095220296272,1.1303736285167856
39,Female,68.2,1.73,186.0,154.0,79.0,0.39,Strength,25.8,2.8,2,Beginner,22.9,6.0,0.7009345794392523,4.205607476635514,111.9,2,-2.8620427693626453,-0.001094737686528631,-0.027446406918510836
36,Female,65.6,1.62,162.0,149.0,76.0,0.87,HIIT,22.2,3.3,3,Intermediate,25.0,9.5,0.8488372093023255,8.063953488372093,460.2,1,-0.7729933202046566,-0.8701318020441101,-0.25397523014652
47,Female,80.1,1.77,170.0,123.0,65.0,1.06,Yoga,27.3,4.2,3,Intermediate,25.7,3.0,0.5523809523809524,1.6571428571428573,140.7,3,0.5314269590198649,-1.7676916618675564,1.3156862995690795
45,Female,50.6,1.59,173.0,146.0,64.0,1.2,Mixed,11.9,4.7,7,Expert,19.9,8.0,0.7522935779816514,6.018348623853211,365.4,3,3.289590937517047,-0.3740161507018532,-1.8929413721902635
52,Male,93.3,1.77,163.0,137.0,77.0,0.8,Strength,21.8,3.3,3,Intermediate,29.8,6.0,0.6976744186046512,4.186046511627907,312.4,1,-0.7488810968507641,-1.975638270834989,2.639011613270541
28,Male,70.0,1.81,192.0,157.0,75.0,0.71,Strength,27.1,3.4,4,Intermediate,21.3,6.0,0.7008547008547008,4.205128205128204,209.0,2,-1.2006472781663997,1.1808213308930298,0.19741426293762013
48,Female,96.0,1.78,169.0,121.0,62.0,0.55,Yoga,34.4,4.2,3,Intermediate,30.2,3.0,0.5514018691588785,1.6542056074766354,87.3,1,-0.6060056507889713,-2.0815563632772065,2.870450905694854
56,Male,63.6,1.65,155.0,110.0,56.0,0.92,Yoga,27.6,4.2,7,Advanced,23.5,3.0,0.5454545454545454,1.6363636363636362,95.7,3,2.397191647465966,-3.184250560130582,-0.3506236808230314
53,Male,48.8,1.47,170.0,131.0,58.0,1.36,Cardio,12.8,3.3,7,Expert,22.6,7.0,0.6517857142857143,4.5625,302.8,3,3.331698537095302,-1.4225502089125852,-2.0824163447932738
47,Female,59.1,1.74,176.0,144.0,68.0,0.95,Strength,29.3,4.1,5,Intermediate,19.6,6.0,0.7037037037037037,4.222222222222222,237.1,1,0.38321969603617506,-0.8302625586893653,-0.8836532318972629
40,Female,68.9,1.67,175.0,151.0,79.0,0.74,Mixed,32.5,4.6,2,Beginner,24.8,8.0,0.75,6.0,305.9,1,-1.7510947536084673,-0.5461981027386482,0.08838501984700488
36,Female,82.7,1.58,181.0,165.0,70.0,0.62,HIIT,32.2,3.0,3,Beginner,33.0,9.5,0.8558558558558559,8.13063063063063,416.9,2,-2.1382761394338488,0.44324385080498496,1.614175380866132
29,Female,67.7,1.62,200.0,167.0,67.0,1.0,Mixed,20.1,4.3,6,Advanced,25.7,8.0,0.7518796992481203,6.015037593984962,407.2,0,1.2339893612873671,2.220552674787621,-0.08207996207161539
32,Female,83.4,1.82,190.0,172.0,70.0,0.35,HIIT,26.7,2.5,3,Beginner,25.1,9.5,0.85,8.075,235.7,2,-2.551304720862361,1.2445654360407008,1.4646403423362782
48,Male,52.3,1.57,172.0,135.0,67.0,1.14,Cardio,19.8,3.1,6,Advanced,21.3,7.0,0.6476190476190476,4.533333333333333,270.3,3,1.4385004362126268,-1.2059510317698052,-1.6968850472257881
54,Male,78.6,1.73,174.0,124.0,63.0,0.89,Yoga,15.4,3.1,6,Advanced,26.4,3.0,0.5495495495495496,1.648648648648649,115.3,3,1.6632206570853847,-1.6980367139419124,1.182872057751566
54,Female,71.3,1.7,158.0,144.0,67.0,1.02,HIIT,16.0,3.7,5,Advanced,24.6,9.5,0.8461538461538461,8.038461538461538,584.6,3,1.4947949127699909,-1.81945359895046,0.38492208566044833
32,Female,64.2,1.64,178.0,149.0,63.0,1.1,Mixed,18.9,4.6,6,Advanced,23.7,8.0,0.7478260869565218,5.982608695652174,422.5,0,2.176203729703881,0.4958969568475588,-0.42443212092792704
46,Male,79.1,1.74,175.0,121.0,55.0,1.04,Yoga,19.2,4.0,6,Advanced,26.0,3.0,0.55,1.65,135.7,3,2.5740102289285316,-1.2460895163785417,1.1990655578794807
43,Male,61.2,1.84,181.0,154.0,73.0,1.05,Mixed,15.2,4.5,3,Intermediate,18.0,8.0,0.75,6.0,385.6,0,0.7737415619326894,0.050443907149762074,-0.5677007971136668
19,Male,64.3,1.65,192.0,153.0,81.0,0.89,Cardio,22.5,3.8,2,Beginner,23.6,7.0,0.6486486486486487,4.54054054054054,259.8,2,-1.5093599417520167,1.4689544980900375,-0.4544081221216881
37,Female,52.7,1.66,177.0,138.0,66.0,1.17,Cardio,21.6,3.8,4,Intermediate,19.2,7.0,0.6486486486486487,4.54054054054054,280.0,0,0.9636890777636956,-0.3948699921934944,-1.631285235937316
32,Female,73.2,1.74,192.0,162.0,74.0,0.98,Mixed,18.2,4.5,4,Intermediate,24.1,8.0,0.7457627118644068,5.966101694915254,428.0,0,0.4288503887083349,1.4064692646203845,0.5118794297906804
21,Male,66.3,1.77,193.0,159.0,57.0,1.27,Mixed,15.0,4.6,7,Expert,21.1,8.0,0.75,6.0,505.2,0,3.2268004314950076,2.278378829283318,-0.15640725566932398
39,Female,59.4,1.67,180.0,149.0,58.0,0.97,Mixed,15.0,4.1,6,Advanced,21.4,8.0,0.7459016393442623,5.967213114754099,343.8,0,2.3239290394506464,0.24274152738278534,-0.9011965952066481
55,Male,50.8,1.65,166.0,151.0,67.0,0.97,HIIT,24.7,3.5,4,Intermediate,18.7,9.5,0.8484848484848485,8.06060606060606,397.2,1,0.2795528420646088,-1.492132449753674,-1.8327403712545762
40,Female,60.5,1.46,185.0,150.0,69.0,0.98,Strength,17.9,3.5,5,Intermediate,28.5,6.0,0.6982758620689655,4.189655172413794,248.4,0,0.7074734273165956,0.2841261910147207,-0.6948822048572015
43,Female,54.6,1.6,175.0,143.0,68.0,0.79,Strength,31.3,3.8,3,Beginner,21.3,6.0,0.7009345794392523,4.205607476635514,181.4,1,-0.9339800308514132,-0.9055465798234857,-1.5033578443134064
28,Male,52.7,1.57,194.0,159.0,77.0,0.91,Strength,22.0,3.6,4,Intermediate,21.5,6.0,0.7008547008547008,4.205128205128204,201.7,2,-0.5395469690004652,1.4227617057317576,-1.719960423835191
45,Male,92.1,1.75,169.0,154.0,67.0,0.58,HIIT,29.7,3.1,2,Beginner,30.1,9.5,0.8529411764705882,8.102941176470589,432.8,2,-1.8431158963278684,-0.928280421185293,2.4630692625507087
19,Female,72.0,1.66,204.0,164.0,72.0,0.68,Strength,28.9,3.2,2,Beginner,26.3,6.0,0.696969696969697,4.181818181818182,204.7,2,-2.27799765656909,2.3197282147241713,0.3379326721753029
25,Male,49.1,1.65,190.0,154.0,70.0,0.64,Strength,21.8,3.0,3,Beginner,18.0,6.0,0.7,4.199999999999999,132.0,2,-1.2540960563266346,1.0771626941427446,-2.120249217130896
46,Female,83.3,1.68,167.0,140.0,77.0,0.61,Strength,26.0,3.0,3,Intermediate,29.5,6.0,0.7,4.199999999999999,213.4,1,-1.6066324970465005,-1.5270507470423664,1.6272561998460209
28,Male,77.6,1.59,202.0,165.0,55.0,1.22,Mixed,17.5,4.3,7,Expert,30.6,8.0,0.7482993197278912,5.98639455782313,566.7,0,2.832475647804026,2.562565549209071,1.0816962726342536
54,Male,101.8,1.84,175.0,159.0,69.0,0.64,HIIT,22.8,3.0,4,Advanced,30.2,9.5,0.8490566037735849,8.066037735849058,525.5,2,-0.6090538708804258,-0.7075499811623657,3.402795751440168
35,Female,87.4,1.81,186.0,158.0,76.0,0.47,Mixed,26.9,3.8,3,Beginner,26.7,8.0,0.7454545454545455,5.963636363636364,245.0,2,-1.906525956915764,0.5126750967323334,1.9297176203973556
31,Female,66.5,1.84,197.0,165.0,69.0,0.71,Mixed,29.8,3.5,2,Beginner,19.6,8.0,0.75,6.0,283.3,2,-1.84437499518177,1.423938728880577,-0.16506225781775705
27,Female,72.8,1.75,191.0,136.0,68.0,0.54,Yoga,20.8,3.3,4,Intermediate,23.8,3.0,0.5528455284552846,1.6585365853658538,65.2,2,-0.5113577561264088,0.560752775663388,0.477277404298237
52,Male,51.2,1.68,167.0,153.0,74.0,0.85,HIIT,19.7,3.5,2,Beginner,18.2,9.5,0.8494623655913979,8.06989247311828,351.2,1,-0.7809986520977639,-1.35691821355118,-1.776501071930615
26,Male,69.6,1.84,193.0,151.0,73.0,1.02,Cardio,17.9,3.5,4,Intermediate,20.5,7.0,0.65,4.55,323.0,0,0.15997262952556884,1.3326824149991348,0.20853120611605627
52,Female,50.8,1.61,163.0,149.0,67.0,0.68,HIIT,22.8,3.4,4,Intermediate,19.6,9.5,0.8541666666666666,8.114583333333332,280.3,1,-0.12036859828232893,-1.612086937112675,-1.885691558074773
28,Male,54.5,1.59,180.0,150.0,78.0,0.52,Strength,22.2,3.6,3,Beginner,21.5,6.0,0.7058823529411765,4.235294117647059,120.0,2,-1.5587928002871079,0.28556845728455327,-1.5316993095920755
29,Female,64.7,1.62,189.0,148.0,70.0,0.85,Cardio,27.2,2.7,3,Intermediate,24.7,7.0,0.6554621848739496,4.588235294117647,252.3,2,-1.2729367170213748,0.6643152359345236,-0.40777754243470665
20,Female,66.7,1.73,205.0,172.0,72.0,0.92,Mixed,24.0,4.8,4,Intermediate,22.2,8.0,0.7518796992481203,6.015037593984962,369.1,0,-0.000897441158696638,2.890485491382871,-0.20933604608637424
56,Female,56.7,1.6,165.0,150.0,66.0,0.72,HIIT,21.4,3.0,4,Intermediate,22.0,9.5,0.8484848484848485,8.06060606060606,329.1,1,-0.11937618935127445,-1.656389226510345,-1.2566391678549822
31,Female,63.3,1.66,193.0,154.0,64.0,1.29,Strength,24.2,4.4,6,Advanced,22.8,6.0,0.6976744186046512,4.186046511627907,341.8,0,1.8138902320672692,1.383973815746855,-0.5548233297687231
45,Female,69.3,1.52,177.0,141.0,76.0,0.44,Cardio,29.7,2.5,2,Beginner,30.0,7.0,0.6435643564356436,4.504950495049505,137.4,1,-2.86082490083811,-1.1690930598037765,0.2177853069668862
28,Male,97.5,1.73,188.0,137.0,75.0,0.37,Yoga,26.6,3.5,2,Beginner,32.7,3.0,0.5486725663716814,1.646017699115044,59.4,2,-2.281346264826575,0.22475343918386836,3.0451005857915034
56,Male,51.8,1.53,165.0,125.0,75.0,0.31,Yoga,22.9,3.6,2,Beginner,22.2,3.0,0.5555555555555556,1.6666666666666667,26.8,1,-1.6081401664420663,-2.7528926119147012,-1.7613081999344589
42,Female,63.8,1.59,176.0,163.0,85.0,0.32,HIIT,26.1,2.9,3,Beginner,25.3,9.5,0.8571428571428571,8.142857142857142,166.2,1,-3.0305608636380317,-0.3378100258339764,-0.4927086402507298
38,Male,67.0,1.8,177.0,132.0,78.0,0.71,Yoga,21.7,4.0,2,Beginner,20.6,3.0,0.5454545454545454,1.6363636363636362,77.8,1,-1.0916105904653715,-0.9071251199665021,-0.051731372851724876
27,Female,87.5,1.8,198.0,162.0,79.0,0.95,Strength,27.4,4.3,3,Beginner,27.1,6.0,0.6974789915966386,4.184873949579831,347.9,2,-1.2355768312766393,1.7422989500476431,1.9431286784370645
32,Male,65.2,1.72,181.0,143.0,71.0,0.76,Cardio,18.9,3.3,4,Intermediate,22.1,7.0,0.6545454545454545,4.581818181818182,227.0,1,-0.14281004326020658,0.11682208567588288,-0.28259611495382025
36,Male,61.7,1.71,181.0,164.0,68.0,1.49,HIIT,14.9,3.9,5,Advanced,21.2,9.5,0.8495575221238938,8.070796460176991,742.0,0,2.0380158028597037,0.9609377609115157,-0.639382084800923
39,Female,84.7,1.63,192.0,157.0,76.0,0.54,Strength,26.6,3.3,3,Beginner,32.0,6.0,0.6982758620689655,4.189655172413794,191.6,2,-2.047356222600226,0.5684496321412028,1.7984190434074119
38,Male,47.7,1.6,186.0,170.0,84.0,0.48,HIIT,24.4,3.2,3,Beginner,18.6,9.5,0.8431372549019608,8.009803921568627,183.4,2,-2.494627455992674,0.6138249766653711,-2.3186841656318324
49,Female,48.6,1.64,172.0,126.0,70.0,0.88,Yoga,28.1,4.1,5,Intermediate,18.0,3.0,0.5490196078431373,1.647058823529412,70.4,1,0.4441002297831243,-1.767179512190647,-2.087534391853416
40,Male,62.9,1.53,169.0,139.0,69.0,0.93,Strength,24.9,3.7,7,Advanced,26.9,6.0,0.7,4.199999999999999,245.7,3,1.1358198215499233,-0.8221093873359228,-0.4634147295895145
30,Female,65.5,1.71,189.0,140.0,80.0,0.99,Yoga,21.2,4.0,3,Intermediate,22.5,3.0,0.5504587155963303,1.651376146788991,107.1,2,-0.4708502817098316,0.4562868818849303,-0.25935704218955863
22,Female,60.8,1.68,192.0,141.0,78.0,0.49,Yoga,29.0,2.9,3,Beginner,21.4,3.0,0.5526315789473685,1.6578947368421053,49.4,2,-2.5150234911278693,0.7218299110501976,-0.8713699288688764
